Sub-Region,Alpha3Code,Alpha Ctry Code,Total Cases,Country / territory,Country name,Date,Deaths,EpiWeek onset,Imported cases,Laboratory confirmed cases,Nombre Pais,NumCtryCode (Countries codes),Num Ctry Code,Number of GBS associated with Zika,Number of GBS,Number of Records,Number of microcephalies associated,Other Neuro complications,Other source of transmission,Pregnant women,Report Epi Week,Severe cases,Sovereign,Status,Suspected cases (bin),Suspected cases,Total Cases (bin),Year
Latin Caribbean,GUF,GUF,14400%,French Guiana,French Guiana,"January, 2016",0,0,0,29,Guayana Francesa,254,254,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,115,0%,2016
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"January, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,106400%,Martinique,Martinique,"January, 2016",0,52,0,0,Martinica,474,474,0,0,1,0,0,0,0,3,0,France,Participating State \Territory,0K,1064,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","January, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,3,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,100%,Curacao,Curacao,"January, 2016",0,0,0,1,Curazao,531,531,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,109700%,Suriname,Suriname,"January, 2016",4,0,0,0,Suriname,740,740,0,13,1,0,0,0,0,4,0,Suriname,Member State,0K,1097,0%,2015
Latin Caribbean,PRI,PRI,900%,Puerto Rico,Puerto Rico,"January, 2016",,0,0,9,Puerto Rico,630,630,0,0,1,0,0,0,0,4,0,United States,Associated Member,0K,0,0%,2016
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"January, 2016",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,4,0,United States,Associated Member,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"January, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"January, 2016",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"January, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"January, 2016",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,4,0,Bolivia,Member State,0K,0,0%,2016
Andean,COL,COL,534800%,Colombia,Colombia,"January, 2016",0,0,0,281,Colombia,170,170,0,0,1,0,0,0,3177,4,0,Colombia,Member State,4K,5067,321300%,2016
Andean,ECU,ECU,0%,Ecuador,Ecuador,"January, 2016",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,4,0,Ecuador,Member State,0K,0,0%,2016
Andean,ECU,ECU,1200%,Ecuador,Ecuador,"January, 2016",0,0,4,12,Ecuador,218,218,0,0,1,0,0,0,0,4,0,Ecuador,Member State,0K,0,0%,2016
Andean,VEN,VEN,0%,Venezuela,Venezuela,"January, 2016",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,4,0,Venezuela,Member State,0K,0,0%,2016
Andean,VEN,VEN,469300%,Venezuela,Venezuela,"January, 2016",1,0,0,0,Venezuela,862,862,3,252,1,0,3,0,0,4,0,Venezuela,Member State,4K,4693,321300%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"January, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,4,0,Costa Rica,Member State,0K,0,0%,2016
Central America,CRI,COR,100%,Costa Rica,Costa Rica,"January, 2016",0,0,0,1,Costa Rica,188,188,0,0,1,0,0,0,0,4,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,0%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,4,0,El Salvador,Member State,0K,0,0%,2016
Central America,SLV,SLV,78900%,El Salvador,El Salvador,"January, 2016",0,0,0,0,El Salvador,222,222,0,10,1,0,0,0,17,4,23,El Salvador,Member State,0K,789,0%,2016
Central America,GTM,GTM,0%,Guatemala,Guatemala,"January, 2016",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,4,0,Guatemala,Member State,0K,0,0%,2016
Central America,HND,HND,0%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,4,0,Honduras,Member State,0K,0,0%,2016
Central America,HND,HND,143600%,Honduras,Honduras,"January, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,4,0,Honduras,Member State,0K,1436,0%,2016
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"January, 2016",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,4,0,Nicaragua,Member State,0K,0,0%,2016
Central America,NIC,NIC,200%,Nicaragua,Nicaragua,"January, 2016",0,0,0,2,Nicaragua,558,558,0,0,1,0,0,0,0,4,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,0%,Panama,Panama,"January, 2016",0,0,0,0,Panamá,591,591,0,0,1,0,0,0,0,4,0,Panama,Member State,0K,0,0%,2016
Central America,PAN,PAN,400%,Panama,Panama,"January, 2016",0,0,0,4,Panamá,591,591,0,0,1,0,0,0,0,4,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,7700%,Dominican Republic,Dominican Republic,"January, 2016",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,4,0,Dominican Republic,Member State,0K,77,0%,2016
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,4,0,Haiti,Member State,0K,0,0%,2016
Latin Caribbean,HTI,HTI,20400%,Haiti,Haiti,"January, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,4,0,Haiti,Member State,0K,204,0%,2016
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"January, 2016",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,4,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"January, 2016",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,4,0,Guyana,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"January, 2016",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,4,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,100%,Jamaica,Jamaica,"January, 2016",0,0,0,1,Jamaica,388,388,0,0,1,0,0,0,0,4,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"January, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,4,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"January, 2016",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,4,0,Suriname,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"January, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,4,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,0%,Mexico,Mexico,"January, 2016",0,0,0,0,México,484,484,0,0,1,0,0,0,0,4,0,Mexico,Member State,0K,0,0%,2016
North America,MEX,MEX,3100%,Mexico,Mexico,"January, 2016",0,0,0,31,México,484,484,0,0,1,0,0,0,0,4,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"January, 2016",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,4,0,Brazil,Member State,0K,0,0%,2016
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"January, 2016",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,4,0,Paraguay,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"January, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,4,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"January, 2016",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,4,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,4,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GLP,GLP,700%,Guadeloupe,Guadeloupe,"January, 2016",0,0,0,7,Guadalupe,312,312,0,0,1,0,1,0,0,4,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"January, 2016",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,4,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,19800%,French Guiana,French Guiana,"January, 2016",0,0,0,13,Guayana Francesa,254,254,0,3,1,0,0,0,8,4,0,France,Participating State \Territory,0K,185,0%,2016
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"January, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,4,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,164500%,Martinique,Martinique,"January, 2016",0,52,0,0,Martinica,474,474,2,0,1,0,0,0,13,4,0,France,Participating State \Territory,0K,1645,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","January, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,4,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"February, 2016",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,5,0,United States,Associated Member,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"February, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,5,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"February, 2016",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,5,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"February, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,5,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,BOL,BOL,0%,Bolivia,Bolivia,"February, 2016",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,5,0,Bolivia,Member State,0K,0,0%,2016
Andean,COL,COL,591000%,Colombia,Colombia,"February, 2016",3,0,0,173,Colombia,170,170,3,0,1,0,0,0,1836,5,0,Colombia,Member State,4K,5737,321300%,2016
Andean,ECU,ECU,0%,Ecuador,Ecuador,"February, 2016",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,5,0,Ecuador,Member State,0K,0,0%,2016
Andean,VEN,VEN,0%,Venezuela,Venezuela,"February, 2016",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,5,0,Venezuela,Member State,0K,0,0%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"February, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,5,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,0%,El Salvador,El Salvador,"February, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,5,0,El Salvador,Member State,0K,0,0%,2016
Central America,SLV,SLV,35100%,El Salvador,El Salvador,"February, 2016",0,0,0,0,El Salvador,222,222,0,9,1,0,0,0,0,5,0,El Salvador,Member State,0K,351,0%,2016
Central America,GTM,GTM,0%,Guatemala,Guatemala,"February, 2016",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,5,0,Guatemala,Member State,0K,0,0%,2016
Central America,HND,HND,0%,Honduras,Honduras,"February, 2016",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,5,0,Honduras,Member State,0K,0,0%,2016
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"February, 2016",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,5,0,Nicaragua,Member State,0K,0,0%,2016
Central America,NIC,NIC,1900%,Nicaragua,Nicaragua,"February, 2016",0,0,0,19,Nicaragua,558,558,0,0,1,0,0,0,0,5,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,1000%,Panama,Panama,"February, 2016",0,0,0,10,Panamá,591,591,0,0,1,0,0,0,0,5,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,12700%,Dominican Republic,Dominican Republic,"February, 2016",0,0,0,8,República Dominicana,214,214,0,0,1,0,0,0,0,5,0,Dominican Republic,Member State,0K,119,0%,2016
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"February, 2016",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,5,0,Haiti,Member State,0K,0,0%,2016
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"February, 2016",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,5,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"February, 2016",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,5,0,Guyana,Member State,0K,0,0%,2016
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"February, 2016",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,5,0,Jamaica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"February, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,5,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"February, 2016",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,5,0,Suriname,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"February, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,5,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,0%,Mexico,Mexico,"February, 2016",0,0,0,0,México,484,484,0,0,1,0,0,0,0,5,0,Mexico,Member State,0K,0,0%,2016
North America,MEX,MEX,1500%,Mexico,Mexico,"February, 2016",0,0,0,15,México,484,484,0,0,1,0,0,0,0,5,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"February, 2016",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,5,0,Brazil,Member State,0K,0,0%,2016
South Cone,BRA,BRA,0%,Brazil,Brazil,"February, 2016",1,5,0,0,Brasil,76,76,0,0,1,0,0,0,0,5,0,Brazil,Member State,0K,0,0%,2016
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"February, 2016",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,5,0,Paraguay,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"February, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,5,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"February, 2016",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,5,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"February, 2016",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,5,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"February, 2016",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,5,0,France,Participating State \Territory,0K,0,0%,2016
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"February, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,5,0,France,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","February, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,5,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"February, 2016",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,6,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"February, 2016",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,6,0,Netherlands,Associated Member,0K,0,0%,2016
Andean,COL,COL,545600%,Colombia,Colombia,"February, 2016",0,0,0,108,Colombia,170,170,0,0,1,0,0,0,1343,6,0,Colombia,Member State,4K,5348,321300%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"February, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,6,0,Costa Rica,Member State,0K,0,0%,2016
Central America,SLV,SLV,66100%,El Salvador,El Salvador,"February, 2016",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,6,0,El Salvador,Member State,0K,661,0%,2016
Central America,NIC,NIC,2600%,Nicaragua,Nicaragua,"February, 2016",0,0,0,26,Nicaragua,558,558,0,0,1,0,0,0,4,6,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,800%,Panama,Panama,"February, 2016",0,0,0,8,Panamá,591,591,0,0,1,0,0,0,0,6,0,Panama,Member State,0K,0,0%,2016
Latin Caribbean,DOM,DOM,8200%,Dominican Republic,Dominican Republic,"February, 2016",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,6,0,Dominican Republic,Member State,0K,82,0%,2016
Non Latin Caribbean,BRB,BRB,400%,Barbados,Barbados,"February, 2016",0,0,0,4,Barbados,52,52,0,0,1,0,0,0,3,6,0,Barbados,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"February, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,6,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"February, 2016",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,6,0,Trinidad and Tobago,Member State,0K,0,0%,2016
North America,MEX,MEX,1300%,Mexico,Mexico,"February, 2016",0,0,0,13,México,484,484,0,0,1,0,0,0,3,6,0,Mexico,Member State,0K,0,0%,2016
South Cone,BRA,BRA,197700%,Brazil,Brazil,"February, 2016",0,0,0,526,Brasil,76,76,0,0,1,0,0,0,0,6,0,Brazil,Member State,0K,1451,0%,2016
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"February, 2016",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,6,0,United States of America,Other,0K,0,0%,2016
Latin Caribbean,MAF,MAF,600%,Saint Martin,Saint Martin,"February, 2016",0,0,0,6,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,6,0,France,Overseas collectivities,0K,0,0%,2016
Latin Caribbean,GLP,GLP,22900%,Guadeloupe,Guadeloupe,"February, 2016",0,0,0,8,Guadalupe,312,312,0,0,1,0,0,0,0,6,0,France,Participating State \Territory,0K,221,0%,2016
Latin Caribbean,GUF,GUF,37100%,French Guiana,French Guiana,"February, 2016",0,0,0,11,Guayana Francesa,254,254,0,0,1,0,0,0,0,6,0,France,Participating State \Territory,0K,360,0%,2016
Latin Caribbean,MTQ,MTQ,211000%,Martinique,Martinique,"February, 2016",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,6,0,France,Participating State \Territory,0K,2110,0%,2016
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","February, 2016",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,6,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,ABW,ABW,400%,Aruba,Aruba,"February, 2016",0,0,7,4,Aruba,533,533,0,0,1,0,0,0,0,7,0,Netherlands,Associated Member,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,100%,Sint Maarten,Sint Maarten,"February, 2016",0,0,0,1,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,7,0,Netherlands,Associated Member,0K,0,0%,2016
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"February, 2016",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,7,0,Costa Rica,Member State,0K,0,0%,2016
Central America,NIC,NIC,1900%,Nicaragua,Nicaragua,"February, 2016",0,0,0,19,Nicaragua,558,558,0,0,1,0,0,0,0,7,0,Nicaragua,Member State,0K,0,0%,2016
Central America,PAN,PAN,1500%,Panama,Panama,"February, 2016",0,0,2,15,Panamá,591,591,0,0,1,0,0,0,0,7,0,Panama,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"February, 2016",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,7,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,TTO,TTO,100%,Trinidad and Tobago,Trinidad and Tobago,"February, 2016",0,0,0,1,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,7,0,Trinidad and Tobago,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,6000%,United States Virgin Islands,United States Virgin Islands,"February, 2016",0,0,0,1,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,7,0,United States of America,Other,0K,59,0%,2016
Non Latin Caribbean,BES,BES,100%,Bonaire,"Bonaire, Saint Eustatius and Saba","February, 2016",0,0,0,1,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,7,0,Netherlands,Participating State \Territory,0K,0,0%,2016
Non Latin Caribbean,SXM,SXM,100%,Sint Maarten,Sint Maarten,"February, 2016",0,0,0,1,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,8,0,Netherlands,Associated Member,0K,0,0%,2016
Central America,CRI,COR,200%,Costa Rica,Costa Rica,"February, 2016",0,0,0,2,Costa Rica,188,188,0,0,1,0,0,0,1,8,0,Costa Rica,Member State,0K,0,0%,2016
Non Latin Caribbean,VCT,VCT,100%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"February, 2016",0,0,0,1,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,8,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2016
Non Latin Caribbean,VIR,VIR,200%,United States Virgin Islands,United States Virgin Islands,"February, 2016",0,0,0,2,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,8,0,United States of America,Other,0K,0,0%,2016
