CSV Output,,
Proc Code(cpt4),proc_type,proc_description
12042,CPT?-Procedure-Code,LAYER CLOSURE OF WOUNDS HANDS/FEET
12051,CPT?-Procedure-Code,LAYER CLOSURE OF WOUNDS FACE/EARS
12052,CPT?-Procedure-Code,LAYER CLOSURE OF WOUNDS FACE/EARS
12053,CPT?-Procedure-Code,LAYER CLOSURE OF WOUNDS FACE/EARS
1205F,CPT?-Procedure-Code,EPI ETIOL SYND RVWD AND DOCD
121,Revenue Code,MED-SUR-GY/2BED
122,Revenue Code,OB/2BED
1220F,CPT?-Procedure-Code,PT SCREENED FOR DEPRESSION
123,Revenue Code,PEDS/2BED
124,Revenue Code,PSTAY/2BED
126,Revenue Code,DETOX/2BED
127,Revenue Code,ONCOLOGY/2BED
128,Revenue Code,REHAB/2BED
129,Revenue Code,OTHER/2BED
130,Revenue Code,ROOM-BOARD/3&4BED
131,Revenue Code,MED-SUR-GY/3&4
13100,CPT?-Procedure-Code,REPAIR COMPLEX WOUND TRUNK
13101,CPT?-Procedure-Code,REPAIR COMPLEX WOUND TRUNK
13102,CPT?-Procedure-Code,REPAIR COMPLEX TRUNK ADD 5CM/LESS
13120,CPT?-Procedure-Code,REPAIR COMPLEX WOUND SCALP/ARM/LEG
13121,CPT?-Procedure-Code,REPAIR COMPLEX WOUND SCALP/ARM/LEG
13122,CPT?-Procedure-Code,REP COMPLX SCLP/ARM/LG ADD 5CM/LESS
13131,CPT?-Procedure-Code,REPAIR COMPLEX WOUND FACE/HAND/FOOT
13132,CPT?-Procedure-Code,REPAIR COMPLEX WOUND FACE/HAND/FOOT
13133,CPT?-Procedure-Code,REP COMPLX FACE/HND/FT ADD 5CM/LESS
13150,CPT?-Procedure-Code,REPAIR COMPLEX WOUND NOSE/EAR/LIPS
13151,CPT?-Procedure-Code,REPAIR COMPLEX WOUND NOSE/EAR/LIPS
13152,CPT?-Procedure-Code,REPAIR COMPLEX WOUND NOSE/EAR/LIPS
13160,CPT?-Procedure-Code,LATE CLOSURE OF WOUND EXTENSIVE
134,Revenue Code,PSYCH/3&4BED
135,Revenue Code,HOSPICE/3&4BED
136,Revenue Code,DETOX/3&4BED
138,Revenue Code,REHAB/3&4BEB
14001,CPT?-Procedure-Code,ADJACENT TISSUE TRANSFER TRUNK
14020,CPT?-Procedure-Code,TISSUE TRANSFER SCALP/ARMS/LEGS
14021,CPT?-Procedure-Code,TISSUE TRANSFER SCALP/ARMS/LEGS
14040,CPT?-Procedure-Code,TISSUE TRANSFER FACE/HANDS/FEET
14041,CPT?-Procedure-Code,TISSUE TRANSFER FACE/HANDS/FEET
14060,CPT?-Procedure-Code,TISSUE TRANSFER NOSE/EAR/LIDS/LIPS
14061,CPT?-Procedure-Code,TISSUE TRANSFER NOSE/EAR/LIDS/LIPS
141,Revenue Code,MED-SUR-GY/DLX
14301,CPT?-Procedure-Code,SKIN TISSUE REARRANGEMENT
14302,CPT?-Procedure-Code,SKIN TISSUE REARRANGE ADD-ON
150,Revenue Code,ROOM-BOARD/WARD
15002,CPT?-Procedure-Code,WOUND PREP CH/INF TRK/ARM/LG
15003,CPT?-Procedure-Code,WOUND PREP CH/INF ADDED 100 CM
15004,CPT?-Procedure-Code,WOUND PREPARE CH/INF F/N/HF/G
151,Revenue Code,MED-SUR-GY/WARD
15100,CPT?-Procedure-Code,SKIN SPLIT GRAFT TRUNK/ARMS/LEGS
15101,CPT?-Procedure-Code,SKIN SPLIT GRAFT TRUNK/ARMS/LEGS
15120,CPT?-Procedure-Code,SKIN SPLIT GRAFT FACE/NECK/EARS
15220,CPT?-Procedure-Code,SKIN FULL GRAFT SCALP/ARMS/LEGS
15240,CPT?-Procedure-Code,SKIN FULL GRAFT FACE/HANDS/FEET
15260,CPT?-Procedure-Code,SKIN FULL GRAFT NOSE/EAR/LIDS/LIPS
15271,CPT?-Procedure-Code,SKIN SUB GRAFT TRNK/ARM/LEG
15272,CPT?-Procedure-Code,SKIN SUB GRAFT T/A/L ADD-ON
15273,CPT?-Procedure-Code,SKIN SUB GRFT T/ARM/LG CHILD
15274,CPT?-Procedure-Code,SKN SUB GRFT T/A/L CHILD ADD
15275,CPT?-Procedure-Code,SKIN SUB GRAFT FACE/NK/HF/G
15276,CPT?-Procedure-Code,SKIN SUB GRAFT F/N/HF/G ADDL
15335,CPT?-Procedure-Code,APPLY ACELL GRAFT F/N/HF/G
15576,CPT?-Procedure-Code,FORM SKIN PEDICLE NOSE/EAR/LID/LIP
15630,CPT?-Procedure-Code,DELAY FLAP AT NOSE/EARS/LIDS/LIPS
15732,CPT?-Procedure-Code,MUSCLE-SKIN FLAP HEAD/NECK
15734,CPT?-Procedure-Code,MUSCLE-SKIN FLAP TRUNK
15738,CPT?-Procedure-Code,MUSCLE-SKIN FLAP LEG
15750,CPT?-Procedure-Code,NEUROVASCULAR PEDICLE FLAP
15770,CPT?-Procedure-Code,DERMA-FAT-FASCIA GRAFT
15777,CPT?-Procedure-Code,ACELLULAR DERM MATRIX IMPLT
15781,CPT?-Procedure-Code,DERMABRASION SEGMENTAL FACE
15822,CPT?-Procedure-Code,REVISE UPPER EYELID
15823,CPT?-Procedure-Code,REVISE UPPER EYELID/EXCESS SKIN
15830,CPT?-Procedure-Code,EXC SKIN ABD
15850,CPT?-Procedure-Code,REMOVAL OF SUTURES SAME SURGEON
15851,CPT?-Procedure-Code,REMOVAL OF SUTURES OTHER SURGEON
15852,CPT?-Procedure-Code,DRESSING CHANGE W/ANESTHESIA
15860,CPT?-Procedure-Code,IV INJ TEST BLD FLOW IN FLAP/GRAFT
15877,CPT?-Procedure-Code,SUCTION REMOVE FAT TISSUE TRUNK
159,Revenue Code,OTHER/WARD
15936,CPT?-Procedure-Code,REMOVE SACRAL PRESSURE ULCER
15937,CPT?-Procedure-Code,REMOVE SACRAL PRESSURE ULCER/BONE
15940,CPT?-Procedure-Code,REMOVE ISCHIAL PRESSURE ULCER
160,Revenue Code,R&B
16000,CPT?-Procedure-Code,LOCAL BURN TREATMENT 1ST DEGREE
16020,CPT?-Procedure-Code,BURN TREATMENT W/O ANESTH SMALL
16030,CPT?-Procedure-Code,BURN TREATMENT W/O ANESTH LARGE
16035,CPT?-Procedure-Code,REMOVE BURN SCAB INITIAL INCISION
161,UNKNOWN Code,UNKNOWN Code
164,Revenue Code,R&B/STERILE
169,Revenue Code,R&B/OTHER
170,Revenue Code,NURSERY
17000,CPT?-Procedure-Code,DESTROY BENIGN/PREMALIG LESION 1ST
17003,CPT?-Procedure-Code,DESTROY BENIGN/PREMALIG LESION 2-14
17004,CPT?-Procedure-Code,DESTROY BENIGN/PREMALIG LESION 15+
171,Revenue Code,NURSERY/LEVEL I
17106,CPT?-Procedure-Code,DESTROY VASCULAR SKIN LESIONS
17108,CPT?-Procedure-Code,DESTROY VASCULAR SKIN LESIONS
17110,CPT?-Procedure-Code,DESTROY FLAT WART UP TO 14 LESIONS
17111,CPT?-Procedure-Code,DESTROY FLAT WART 15+ LESIONS
17250,CPT?-Procedure-Code,CHEMICAL CAUTERY GRANULATED TISSUE
17260,CPT?-Procedure-Code,DSTRY MLIG LSN TRNK/ARM/LEG <.5CM
17261,CPT?-Procedure-Code,DSTRY MLIG LSN TRNK/ARM/LEG .6-1CM
17262,CPT?-Procedure-Code,DSTRY MLG LSN TRNK/ARM/LEG 1.1-2CM
17263,CPT?-Procedure-Code,DSTRY MLG LSN TRNK/ARM/LEG 2 1-3CM
17264,CPT?-Procedure-Code,DSTRY MLG LSN TRNK/ARM/LEG 3.1-4CM
17270,CPT?-Procedure-Code,DSTRY MLG LSN NCK/HND/FT/GNTL <.5CM
17271,CPT?-Procedure-Code,DSTRY MLG LSN NCK/HND/FT/GNTL .6-1C
17272,CPT?-Procedure-Code,DSTRY MLG LSN NK/HND/FT/GNTL 1.1-2C
17273,CPT?-Procedure-Code,DSTRY MLG LSN NK/HND/FT/GNTL 2.1-43
17280,CPT?-Procedure-Code,DSTRY MLG LSN FACE/EAR/NOSE < .5 CM
17281,CPT?-Procedure-Code,DSTRY MLG LSN FACE/EAR/NOSE .6-1 CM
17282,CPT?-Procedure-Code,DSTRY MLG LSN FACE/EAR/NOSE 1.1-2CM
17283,CPT?-Procedure-Code,DSTRY MLG LSN FACE/EAR/NOSE 2.1-3CM
173,Revenue Code,NURSERY/LEVEL III
17311,CPT?-Procedure-Code,MOHS 1 STAGE H/N/HF/G
17312,CPT?-Procedure-Code,MOHS ADDED STAGE
17313,CPT?-Procedure-Code,MOHS 1 STAGE T/A/L
17314,CPT?-Procedure-Code,MOHS ADDED STAGE T/A/L
174,Revenue Code,NURSERY/LEVEL IV
177,UNKNOWN Code,UNKNOWN Code
179,Revenue Code,NURSERY/OTHER
17999,CPT?-Procedure-Code,SKIN TISSUE PROCEDURE NEC
180,Revenue Code,LEAVE OF ABSENCE OR LOA
189,Revenue Code,LOA/OTHER
190,Revenue Code,SUBACUTE
19000,CPT?-Procedure-Code,PUNCTURE DRAINAGE OF BREAST CYST
19020,CPT?-Procedure-Code,INCISION OF BREAST LESION DEEP
19081,CPT?-Procedure-Code,BX BREAST W DEVICE 1ST LESIO
19083,CPT?-Procedure-Code,BX BREAST W DEVICE 1ST LESIO
19084,CPT?-Procedure-Code,BX BREAST W DEVICE ADDL LESI
19085,CPT?-Procedure-Code,BX BREAST W DEVICE 1ST LESIO
19086,CPT?-Procedure-Code,BX BREAST W DEVICE ADDL LESI
191,Revenue Code,SUBACUTE/LEVEL I
19100,CPT?-Procedure-Code,NEEDLE BIOPSY OF BREAST W/O GUIDE
19102,CPT?-Procedure-Code,NEEDLE BIOPSY OF BREAST W/GUIDANCE
19103,CPT?-Procedure-Code,BX BREAST PERCU VAC/ROT DEV W/GUIDE
19120,CPT?-Procedure-Code,REMOVAL OF BREAST LESION 1+ LESION
19125,CPT?-Procedure-Code,EXCISE BREAST LESION (MARKER USED)
19126,CPT?-Procedure-Code,EXCISE BRST LESN (MARKER) ADDL
192,Revenue Code,SUBACUTE/LEVEL II
19281,CPT?-Procedure-Code,PERQ DEVICE PLACEMT BREAST L
19283,CPT?-Procedure-Code,PERQ BREAST LOC DEVICE PLACE
19285,CPT?-Procedure-Code,PERQ BREAST LOC DEVICE PLACE
19290,CPT?-Procedure-Code,PLACE NEEDLE LOC WIRE BREAST
19291,CPT?-Procedure-Code,PLACE NEEDLE LOC WIRE BRST ADD LESN
19295,CPT?-Procedure-Code,PLACE METAL LOC CLIP BRST DURNG BX
19296,CPT?-Procedure-Code,PLACE PO BREAST CATH FOR RAD
193,Revenue Code,SUBACUTE/LEVEL III
19301,CPT?-Procedure-Code,PARTIAL MASTECTOMY
19302,CPT?-Procedure-Code,PART MASTECTOMY W/LN REMOVE
19303,CPT?-Procedure-Code,MASTECTOMY SIMPLE COMPLETE
19304,CPT?-Procedure-Code,MASTECTOMY SUBQ
19307,CPT?-Procedure-Code,MASTECTOMY MOD RAD
19316,CPT?-Procedure-Code,SUSPENSION OF BREAST
19318,CPT?-Procedure-Code,REDUCTION OF BREAST
19325,CPT?-Procedure-Code,ENLARGEMENT OF BREAST W/IMPLANT
19328,CPT?-Procedure-Code,REMOVAL OF BREAST IMPLANT
19330,CPT?-Procedure-Code,REMOVAL OF BREAST IMPLANT MATERIAL
19340,CPT?-Procedure-Code,IMMEDIATE BREAST PROSTHESIS
19342,CPT?-Procedure-Code,DELAYED BREAST PROSTHESIS
19350,CPT?-Procedure-Code,NIPPLE/AREOLA RECONSTRUCTION
19357,CPT?-Procedure-Code,BREAST RECONSTRUCTION W/EXPANDER
19361,CPT?-Procedure-Code,BREAST RECONSTRUCTION W/LD FLAP
19364,CPT?-Procedure-Code,BREAST RECONSTRUCTION W/FREE FLAP
19366,CPT?-Procedure-Code,BREAST RECONSTRUCTION
19370,CPT?-Procedure-Code,SURGERY OF BREAST CAPSULE
19380,CPT?-Procedure-Code,REVISION OF BREAST RECONSTRUCTION
194,Revenue Code,SUBACUTE/LEVEL IV
19499,CPT?-Procedure-Code,BREAST SURGERY PROCEDURE NEC
199,Revenue Code,SUBACUTE/OTHER
1AGK1,UNKNOWN Code,UNKNOWN Code
1AGL1,UNKNOWN Code,UNKNOWN Code
1AGLS,UNKNOWN Code,UNKNOWN Code
1AGM1,UNKNOWN Code,UNKNOWN Code
1AGMS,UNKNOWN Code,UNKNOWN Code
1AHK1,UNKNOWN Code,UNKNOWN Code
1BFKS,UNKNOWN Code,UNKNOWN Code
1BGK1,UNKNOWN Code,UNKNOWN Code
1BGK2,UNKNOWN Code,UNKNOWN Code
1BGKS,UNKNOWN Code,UNKNOWN Code
1BGL1,UNKNOWN Code,UNKNOWN Code
1BGMS,UNKNOWN Code,UNKNOWN Code
1BHK1,UNKNOWN Code,UNKNOWN Code
1BHKS,UNKNOWN Code,UNKNOWN Code
1BHKU,UNKNOWN Code,UNKNOWN Code
1CGPS,UNKNOWN Code,UNKNOWN Code
1CHK2,UNKNOWN Code,UNKNOWN Code
1CHP1,UNKNOWN Code,UNKNOWN Code
1CHPS,UNKNOWN Code,UNKNOWN Code
200,Revenue Code,INTENSIVE CARE or (ICU)
20005,CPT?-Procedure-Code,INCISION OF ABSCESS DEEP/COMPLEX
2000F,CPT?-Procedure-Code,BLOOD PRESSURE MEASURED
2001F,CPT?-Procedure-Code,WEIGHT RECORD
201,Revenue Code,ICU/SURGICAL
20103,CPT?-Procedure-Code,EXPLORE PENETRATING WND ARM/LEG
2010F,CPT?-Procedure-Code,VITAL SIGNS RECORDED
2014F,CPT?-Procedure-Code,MENTAL STATUS ASSESS
2015F,CPT?-Procedure-Code,ASTHMA IMPAIRMENT ASSESSED
2019F,CPT?-Procedure-Code,DILATED MACULAR EXAM DONE
202,Revenue Code,ICU/MEDICAL
20200,CPT?-Procedure-Code,MUSCLE BIOPSY SUPERFICIAL
20205,CPT?-Procedure-Code,MUSCLE BIOPSY DEEP
20206,CPT?-Procedure-Code,NEEDLE BIOPSY MUSCLE
2021F,CPT?-Procedure-Code,DILAT MACUL+EXAM DONE
20220,CPT?-Procedure-Code,BONE BIOPSY TROCAR/NEEDLE SUPERFIC
20225,CPT?-Procedure-Code,BONE BIOPSY TROCAR/NEEDLE DEEP
2022F,CPT?-Procedure-Code,DIL RETINA EXAM INTERP REV
20240,CPT?-Procedure-Code,BONE BIOPSY EXCISIONAL SUPERFICIAL
2024F,CPT?-Procedure-Code,7 FIELD PHOTO INTERP DOC REV
2026F,CPT?-Procedure-Code,EYE IMAGE VALID TO DX REV
2027F,CPT?-Procedure-Code,OPTIC NERVE HEAD EVAL DONE
2028F,CPT?-Procedure-Code,FOOT EXAM PERFORMED
203,Revenue Code,ICU/PEDS
204,Revenue Code,ICU/PSTAY
2040F,CPT?-Procedure-Code,PHYS EXAM INIT VISIT BACK PAIN
20501,CPT?-Procedure-Code,SINUS TRACT INJECTION FOR X-RAY
20520,CPT?-Procedure-Code,REMOVE OBJECT MUSCLE/TENDON SIMPLE
20526,CPT?-Procedure-Code,INJECT THERAPEUTIC CARPAL TUNNEL
20550,CPT?-Procedure-Code,INJECT TNDN SHEATH/LGMNT/GANGL CYST
20551,CPT?-Procedure-Code,INJECTION TENDON ORIGIN/INSERTION
20552,CPT?-Procedure-Code,INJECT SNGL/MLT TRIG PT 1-2 MSCLGRP
20553,CPT?-Procedure-Code,INJECT SNGL/MLT TRIG PT 3+ MSCLGRP
206,Revenue Code,ICU/INTERMEDIATE
20600,CPT?-Procedure-Code,DRAIN/INJECT SMALL JOINT OR BURSA
20605,CPT?-Procedure-Code,DRAIN/INJECT INTERMED JOINT/BURSA
20610,CPT?-Procedure-Code,DRAIN/INJECT MAJOR JOINT OR BURSA
20612,CPT?-Procedure-Code,ASPIRATE/INJ GANGLION CYST
20650,CPT?-Procedure-Code,INSERT/REMOVE BONE WIRE/PIN
20660,CPT?-Procedure-Code,APPLY/REMOVE BONE FIXATION DEVICE
20670,CPT?-Procedure-Code,REMOVE SUPERFICIAL SUPPORT IMPLANT
20680,CPT?-Procedure-Code,REMOVAL OF DEEP SUPPORT IMPLANT
20690,CPT?-Procedure-Code,APPLY BONE FIXATION DEVICE UNIPLANE
20692,CPT?-Procedure-Code,APPLY BONE FIXATION DEVICE MULTI-
20693,CPT?-Procedure-Code,ADJUST/REVISE BONE FIXATION DEVICE
20694,CPT?-Procedure-Code,REMOVE BONE FIXATION DEVICE
207,Revenue Code,ICU/BURN CARE
208,Revenue Code,ICU/TRAMA
209,Revenue Code,ICU/OTHER
20900,CPT?-Procedure-Code,REMOVE BONE FOR GRAFT SMALL/MINOR
20902,CPT?-Procedure-Code,REMOVE BONE FOR GRAFT LARGE/MAJOR
20910,CPT?-Procedure-Code,REMOVE RIB CARTILAGE FOR GRAFT
20912,CPT?-Procedure-Code,NASAL SEPTUM CARTILAGE FOR GRAFT
20922,CPT?-Procedure-Code,FASCIA LATA FOR GRAFT BY INCISION
20926,CPT?-Procedure-Code,REMOVE TISSUE FOR GRAFT
20930,CPT?-Procedure-Code,ALLOGRAFT SPINE SURG MORSELIZED
20931,CPT?-Procedure-Code,ALLOGRAFT SPINE SURG STRUCTURAL
20936,CPT?-Procedure-Code,AUTOGRAFT SPINE SURGERY LOCAL
20937,CPT?-Procedure-Code,AUTOGRAFT SPINE SURG MORSELIZED
20969,CPT?-Procedure-Code,MICROVASC GRFT NOT ILIAC/MET/GRTTOE
20985,CPT?-Procedure-Code,CPTR-ASST DIR MS PX
20999,CPT?-Procedure-Code,MUSCULOSKELETAL SURGERY NEC
210,Revenue Code,CORONARY CARE OR CCU
21011,CPT?-Procedure-Code,ARTHROTOMY TMJ BILATERAL
21012,CPT?-Procedure-Code,EXC FACE LES SC = 2 CM
21014,CPT?-Procedure-Code,EXC FACE TUM DEEP = 2 CM
21016,CPT?-Procedure-Code,RESECT FACE TUM = 2 CM
21032,CPT?-Procedure-Code,REMOVE EXOSTOSIS OF UPPER JAW
21034,CPT?-Procedure-Code,REMOVE MALIGNANT FACE BONE LESION
21045,CPT?-Procedure-Code,RADICAL RESECTION MALIG JAW TUMOR
211,Revenue Code,CCU/MYO INFARC
21110,CPT?-Procedure-Code,APPLY/REMOVE INTERDENTAL FIXATION
21125,CPT?-Procedure-Code,AUGMENT LOWER JAW W/PROSTHESIS
21210,CPT?-Procedure-Code,FACE BONE GRAFT NASAL/MAXILL/MALAR
21235,CPT?-Procedure-Code,GRAFT EAR CARTILAGE TO NOSE/EAR
21310,CPT?-Procedure-Code,TREAT NOSE FX W/O MANIPULATION
21365,CPT?-Procedure-Code,REPAIR COMPLIC MALAR FX W/FIXATION
214,Revenue Code,CCU/INTERMEDIATE
21407,CPT?-Procedure-Code,REPAIR EYE SOCKET FX W/IMPLANT
21461,CPT?-Procedure-Code,REPAIR LOWER JAW FX W/O FIXATION
21499,CPT?-Procedure-Code,HEAD SURGERY PROCEDURE NEC
21501,CPT?-Procedure-Code,DRAIN NECK/CHEST ABSCESS/HEMATOMA
21550,CPT?-Procedure-Code,BIOPSY OF NECK/CHEST
21552,CPT?-Procedure-Code,EXC NECK LES SC = 3 CM
21555,CPT?-Procedure-Code,REMOVE LESION NECK/CHEST SUBCUTAN
21558,CPT?-Procedure-Code,RESECT NECK TUM = 5 CM
21615,CPT?-Procedure-Code,REMOVAL OF CERVICAL RIB
21627,CPT?-Procedure-Code,STERNAL DEBRIDEMENT
21750,CPT?-Procedure-Code,REPAIR MEDIAN STERNUM SEPARATION
21800,CPT?-Procedure-Code,TREAT RIB FX UNCOMPLICATED EACH
21825,CPT?-Procedure-Code,REPAIR STERNUM FRACTURE
219,Revenue Code,CCU/OTHER
21930,CPT?-Procedure-Code,REMOVE BACK/FLANK TUMOR
21931,CPT?-Procedure-Code,EXC BACK LES SC = 3 CM
21932,CPT?-Procedure-Code,EXC BACK TUM DEEP < 5 CM
21933,CPT?-Procedure-Code,EXC BACK TUM DEEP = 5 CM
22,CPT?-Procedure-Code,LTH INSURANCE-PROSPECTIVE PAYMENT S
220,Revenue Code,SPECIAL CHARGES
22010,CPT?-Procedure-Code,BIOPSY SPINE SOFT TISSUES SUPER
22015,CPT?-Procedure-Code,I & D P-SPINE L/S/LS
221,Revenue Code,ADMIT CHARGE
22214,CPT?-Procedure-Code,REVISE LUMBAR SPINE POSTERIOR
22216,CPT?-Procedure-Code,REVISE ADDL VERTEBRAL SEGMENT
22305,CPT?-Procedure-Code,TREAT SPINE PROCESS FRACTURE(S)
22310,CPT?-Procedure-Code,TREAT SPINE BODY FRACTURE(S)
22520,CPT?-Procedure-Code,VERTEBROPLSTY 1 VERT BODY THORACIC
22521,CPT?-Procedure-Code,VERTEBROPLSTY 1 VERT BODY LUMBAR
22522,CPT?-Procedure-Code,VERTEBROPLSTY EA ADD VERT BODY
22523,CPT?-Procedure-Code,PERCUT KYPHOPLASTY THOR
22524,CPT?-Procedure-Code,PERCUT KYPHOPLASTY LUMBAR
22525,CPT?-Procedure-Code,PERCUT KYPHOPLASTY ADD-ON
22551,CPT?-Procedure-Code,NECK SPINE FUSE&REMOVE ADDL
22552,CPT?-Procedure-Code,W/ILIAC OR OTHER AUTOGENOUS BONE GR
22554,CPT?-Procedure-Code,NECK SPINE FUSION (CERV BELOW C2)
22558,CPT?-Procedure-Code,LUMBAR SPINE FUSION W/BONE GRAFT
22585,CPT?-Procedure-Code,SPINAL FUSION EA ADDL INTERSPACE
22600,CPT?-Procedure-Code,NECK SPINE FUSION (CERV BELOW C2)
22610,CPT?-Procedure-Code,THORAX SPINE FUSION POSTEROLATERAL
22612,CPT?-Procedure-Code,LUMBAR SPINE FUSION POSTEROLATERAL
22614,CPT?-Procedure-Code,SPINE FUSION EACH ADDL VERTEBRA
22630,CPT?-Procedure-Code,LUMBAR SPINE FUS PSTR INTRBDY SNGL
22633,CPT?-Procedure-Code,LUMBAR SPINE FUSION COMBINED
22634,CPT?-Procedure-Code,SPINE FUSION EXTRA SEGMENT
22802,CPT?-Procedure-Code,SPINAL FUSION 7-12 VERT POST
22830,CPT?-Procedure-Code,EXPLORATION OF SPINAL FUSION
22840,CPT?-Procedure-Code,INSERT SPINE FIXATION POSTERIOR
22842,CPT?-Procedure-Code,INSERT SPINE SEG FIX POST 3-6 SEG
22843,CPT?-Procedure-Code,INSERT SPINE SEG FIX POST 7-12 SEG
22845,CPT?-Procedure-Code,INSERT SPINE FIX DEV ANT 2-3 SEG
22846,CPT?-Procedure-Code,INSERT SPINE FIX DEV ANT 4-7 SEG
22849,CPT?-Procedure-Code,REINSERT SPINAL FIXATION DEVICE
22851,CPT?-Procedure-Code,APPLY SPINAL PROSTHETIC DEVICE
22852,CPT?-Procedure-Code,REMOVE SPINE SEG FIXATION DEV POST
22855,CPT?-Procedure-Code,REMOVE SPINE FIXATION DEV ANTERIOR
22856,CPT?-Procedure-Code,CERVICAL ARTIFICIAL DISKECTOMY
22899,CPT?-Procedure-Code,SPINE SURGERY PROCEDURE NEC
22900,CPT?-Procedure-Code,REMOVE ABDOMINAL WALL LESION
22901,CPT?-Procedure-Code,EXC BACK TUM DEEP = 5 CM
22903,CPT?-Procedure-Code,EXC ABD LES SC > 3 CM
22999,CPT?-Procedure-Code,ABDOMEN SURGERY PROCEDURE NEC
23,CPT?-Procedure-Code,LTH INSURANCE-PROSPECTIVE PAYMENT S
230,Revenue Code,NURSING INCREM
23071,CPT?-Procedure-Code,EXC SHOULDER LES SC > 3 CM
23073,CPT?-Procedure-Code,EXC SHOULDER TUM DEEP > 5 CM
23075,CPT?-Procedure-Code,REMOVE SUBCUTANEOUS SHOULDER LESION
23076,CPT?-Procedure-Code,REMOVE DEEP SHOULDER LESION
231,Revenue Code,NUR INCR/NURSERY
23120,CPT?-Procedure-Code,PARTIAL REMOVAL OF COLLARBONE
23184,CPT?-Procedure-Code,PARTIAL REMOVAL PROXIMAL HUMERUS
233,Revenue Code,NUR INCR/ICU
23350,CPT?-Procedure-Code,INJECTION SHOULDER ARTHGRPHY/CT/MRI
23405,CPT?-Procedure-Code,TENOMYOTOMY SHOULDER AREA SINGLE
23410,CPT?-Procedure-Code,REPAIR RUPTURED ROTATOR CUFF ACUTE
23412,CPT?-Procedure-Code,REPAIR RUPTURED ROTATOR CUFF CHRON
23420,CPT?-Procedure-Code,RECONSTRUCT SHOULDER CUFF AVULSION
23430,CPT?-Procedure-Code,REPAIR BICEPS LONG TENDON RUPTURE
23440,CPT?-Procedure-Code,REMOVE/TRANSPLNT LONG BICEPS TENDON
23472,CPT?-Procedure-Code,RECONSTRUCT/REPLACE SHOULDER JOINT
23500,CPT?-Procedure-Code,TREAT CLAVICLE FRACTURE
23600,CPT?-Procedure-Code,TREAT HUMERAL FRACTURE
23615,CPT?-Procedure-Code,REPAIR HUMERAL FRACTURE
23616,CPT?-Procedure-Code,REPAIR HUMERAL FX W/PROSTHESIS
23620,CPT?-Procedure-Code,TREAT GREAT HUMERAL TUBEROSITY FX
23650,CPT?-Procedure-Code,TREAT SHOULDER DISLOCATION
23700,CPT?-Procedure-Code,SHOULDER MANIPUL W/ANESTH/FIXATION
23930,CPT?-Procedure-Code,DRAIN ARM/ELBOW ABSCESS/HEMATOMA
240,Revenue Code,ALL INCL ANCIL
24071,CPT?-Procedure-Code,EXC ARM/ELBOW LES SC = 3 CM
24075,CPT?-Procedure-Code,REMOVE SBCUTN SFTIS ARM/ELBOW TUMOR
241,Revenue Code,ALL INCL BASIC
24147,CPT?-Procedure-Code,PARTIAL OLECRANON PROCESS BONE REMV
24149,CPT?-Procedure-Code,RADICAL RESECT/RELEASE ELBOW JOINT
24200,CPT?-Procedure-Code,REMOVE SUBCUTAN FOREIGN BODY ARM
24342,CPT?-Procedure-Code,REINSERT RUPT BICEPS/TRICEPS TENDON
24343,CPT?-Procedure-Code,REPAIR LAT LGMNT ELBOW W/LOCAL TIS
24358,CPT?-Procedure-Code,REPAIR ELBOW W/DEB OPEN
24359,CPT?-Procedure-Code,REPAIR ELBOW DEB/ATTCH OPEN
24366,CPT?-Procedure-Code,RECONSTRUCT RADIUS HEAD W/IMPLANT
24505,CPT?-Procedure-Code,CLSD TRTMNT HMRL SHFT FX W/MANIP
24515,CPT?-Procedure-Code,OPEN TRTMNT HUMRL SHFT FX W/PLATE
24538,CPT?-Procedure-Code,SKELETAL FIXATION OF HUMERAL FX
24545,CPT?-Procedure-Code,REPAIR HUMERUS FRACTURE
24546,CPT?-Procedure-Code,REPAIR HUMERUS FX W/CONDYLAR EXTEN
246,UNKNOWN Code,UNKNOWN Code
24600,CPT?-Procedure-Code,TREAT ELBOW DISLOCATION
24605,CPT?-Procedure-Code,TREAT ELBOW DISLOCATION W/ANESTH
24615,CPT?-Procedure-Code,REPAIR ELBOW DISLOCATION
24650,CPT?-Procedure-Code,TREAT RADIUS FRACTURE
24666,CPT?-Procedure-Code,REPAIR RADIUS HEAD/NECK FX W/PROSTH
24685,CPT?-Procedure-Code,REPAIR ULNAR FRACTURE
249,Revenue Code,ALL INCL ANCIL/OTHER
250,Revenue Code,PHARMACY
25000,CPT?-Procedure-Code,INCISION OF TENDON SHEATH WRIST
25024,CPT?-Procedure-Code,DECMPRS FSTMY FLX & EXTN W/O DEBRID
25065,CPT?-Procedure-Code,BIOPSY FOREARM SOFT TISSUE SUPERFIC
25075,CPT?-Procedure-Code,RMV SBCUTN SFTIS TUMOR FRARM/WRIST
25077,CPT?-Procedure-Code,RADICAL RESECT TUMOR FOREARM/WRIST
251,Revenue Code,DRUGS/GENERIC
25111,CPT?-Procedure-Code,REMOVE WRIST GANGLION
25115,CPT?-Procedure-Code,REMOVE WRIST/FOREARM LESION FLEXORS
25130,CPT?-Procedure-Code,REMOVAL OF WRIST LESION
252,Revenue Code,DRUGS/NONGENERIC
25246,CPT?-Procedure-Code,INJECTION FOR WRIST X-RAY
