"CSV Output"
"DX_CD","diag_description",
"20208","20208 - LYMPHM MLIG NDLR MULTIPLE SITES",
"20210","20210 - MYC FNG MALIGNANT UNSPC SITES",
"20240","20240 - LEUKEMIA HAIRY-CELL UNSPC SITE",
"20280","20280 - LYMPHOMA NEC MLIG UNSPC SITE",
"20281","20281 - LYMPHOMA NEC MLIG HEAD/NECK/FACE",
"20282","20282 - LYMPHOMA NEC MLIG INTRATHORACIC",
"20283","20283 - LYMPHOMA NEC MLIG INTRA-ABDOMINAL",
"20288","20288 - LYMPHOMA NEC MLIG MULTIPLE SITES",
"20290","20290 - LYMPHOID MLIG NEC UNSPC SITES",
"20300","20300 - MYELOMA MULTIPLE W/O REMISSION",
"20301","20301 - MYELOMA MULTIPLE IN REMISSION",
"20302","20302 - MULT MYELOMA IN RELAPS",
"20400","20400 - LEUKEMIA ACUTE LYMPHOID W/O RMIS",
"20410","20410 - LEUKEMIA CHRN LYMPHOID W/O RMIS",
"20411","20411 - LEUKEMIA CHRN LYMPHOID IN RMIS",
"20412","20412 - CHRONIC LYMPHOID LEUKEMIA IN RELAP",
"20480","20480 - LEUKEMIA LYMPHOID NEC W/O RMIS",
"20490","20490 - LEUKEMIA LYMPHOID NOS W/O RMIS",
"20492","20492 - UNSPEC LYMPH LEUKEMIA IN RELAPS",
"20500","20500 - LEUKEMIA ACUTE MYELOID W/O RMIS",
"20501","20501 - LEUKEMIA ACUTE MYELOID IN RMIS",
"20502","20502 - ACUTE MYELOID LEUKEMIA IN RELAPS",
"20510","20510 - LEUKEMIA CHRONIC MYELOID W/O RMIS",
"20511","20511 - LEUKEMIA CHRONIC MYELOID IN RMIS",
"20580","20580 - LEUKEMIA MYELOID NEC W/O RMIS",
"20600","20600 - LEUKEMIA ACUTE MONOCYTIC W/O RMIS",
"20710","20710 - LEUKEMIA CHRN ERYTHREMIA W/O RMIS",
"20800","20800 - LEUKEMIA NOS ACUTE W/O REMISSION",
"20810","20810 - LEUKEMIA NOS CHRONIC W/O REMISSION",
"20890","20890 - LEUKEMIA NOS W/O REMISSION",
"20891","20891 - LEUKEMIA NOS IN REMISSION",
"20900","20900 - MALIG CARC TUMOR SML INTEST UNS",
"20901","20901 - MALIG CARCINOID TUMOR DUODENU",
"20903","20903 - MALIG CARCINOID TUMOR ILEU",
"20920","20920 - MALIG CARC TUMOR UNKNOWN PRIM SIT",
"20921","20921 - MALIG CARC TUMOR BRONCHUS & LUN",
"20925","20925 - MALIG CARCINOID TUMOR FOREGUT NO",
"20929","20929 - MALIG CARCINOID TUMOR OTH SITE",
"20930","20930 - MALIG POORLY DIFF NEUROENDO CAR",
"20931","20931 - MERKEL CELL CA-FACE",
"20933","20933 - MERKEL CELL CA-UP LIMB",
"20934","20934 - MERKEL CELL CA-LOW LIMB",
"20936","20936 - MERKEL CELL CA-OTH SITES",
"20940","20940 - BENIGN CARC TMR SML INTEST UNSPE",
"20943","20943 - BENIGN CARCINOID TUMOR ILEU",
"20955","20955 - BENIGN CARCINOID TMR DESCEND COLO",
"20956","20956 - BENIGN CARCINOID TUMOR SIGMOID COL",
"20957","20957 - BENIGN CARCINOID TUMOR RECTU",
"20960","20960 - BENIGN CARCINOID TUMOR UNKNOWN PRI",
"20969","20969 - BENIGN CARCINOID TUMOR OTH SITE",
"20971","20971 - SEC NEUROEND TU DIST LYM",
"20972","20972 - SEC NEUROEND TUMOR-LIVER",
"20979","20979 - SEC NEUROEND TU OTH SITE",
"2100","2100 - NEOP BNG LIP",
"2101","2101 - NEOP BNG TONGUE",
"2102","2102 - NEOP BNG MAJOR SALIVARY GLANDS",
"2104","2104 - NEOP BNG MOUTH NEC/NOS",
"2107","2107 - NEOP BNG NASOPHARYNX",
"2109","2109 - NEOP BNG PHARYNX NOS",
"2110","2110 - NEOP BNG ESOPHAGUS",
"2111","2111 - NEOP BNG STOMACH",
"2112","2112 - NEOP BNG SMALL INTESTINE",
"2113","2113 - NEOP BNG LARGE INTESTINE",
"2114","2114 - NEOP BNG RECTUM/ANUS",
"2115","2115 - NEOP BNG LIVER/BILE DUCTS",
"2116","2116 - NEOP BNG PANCREAS",
"2117","2117 - NEOP BNG ISLETS OF LANGERHANS",
"2118","2118 - NEOP BNG (RETRO)/PERITONEUM",
"2119","2119 - NEOP BNG GI TRACT NEC/NOS",
"2120","2120 - NEOP BNG NASAL CAVITY/SINUSES",
"2121","2121 - NEOP BNG LARYNX",
"2123","2123 - NEOP BNG BRONCHUS/LUNG",
"2124","2124 - NEOP BNG PLEURA",
"2127","2127 - NEOP BNG HEART",
"2129","2129 - NEOP BNG RESPIRATORY SYSTEM NOS",
"2130","2130 - NEOP BNG BONE SKULL/FACE",
"2131","2131 - NEOP BNG BONE LOWER JAW",
"2132","2132 - NEOP BNG VERTEBRAL COLUMN",
"2134","2134 - NEOP BNG BONE LONG UPPER LIMB",
"2135","2135 - NEOP BNG BONE SHORT UPPER LIMB",
"2137","2137 - NEOP BNG BONE LONG LOWER LIMB",
"2138","2138 - NEOP BNG BONE SHORT LOWER LIMB",
"2139","2139 - NEOP BNG BONE/CARTILAGE NOS",
"2140","2140 - LIPOMA OF SKIN FACE",
"2141","2141 - LIPOMA OF SKIN NEC",
"2143","2143 - LIPOMA INTRA-ABDOMINAL",
"2144","2144 - LIPOMA SPERMATIC CORD",
"2148","2148 - LIPOMA NEC",
"2149","2149 - LIPOMA NOS",
"2150","2150 - NEOP BNG SOFT TISSUE HEAD/FACE",
"2152","2152 - NEOP BNG SOFT TISSUE UPPER LIMB",
"2153","2153 - NEOP BNG SOFT TISSUE LOWER LIMB",
"2155","2155 - NEOP BNG SOFT TISSUE ABDOMEN",
"2157","2157 - NEOP BNG TRUNK NOS",
"2158","2158 - NEOP BNG SOFT TISSUE NEC",
"2159","2159 - NEOP BNG SOFT TISSUE NOS",
"2160","2160 - NEOP BNG SKIN LIP",
"2161","2161 - NEOP BNG SKIN EYELID/CANTHUS",
"2162","2162 - NEOP BNG SKIN EAR",
"2163","2163 - NEOP BNG SKIN FACE NEC",
"2164","2164 - NEOP BNG SCALP/SKIN NECK",
"2165","2165 - NEOP BNG SKIN TRUNK",
"2166","2166 - NEOP BNG SKIN ARM",
"2167","2167 - NEOP BNG SKIN LEG",
"2168","2168 - NEOP BNG SKIN NEC",
"2169","2169 - NEOP BNG SKIN NOS",
"217","217 - NEOPLASM BENIGN BREAST",
"2180","2180 - LEIOMYOMA SUBMUCOUS UTERUS",
"2181","2181 - LEIOMYOMA INTRAMURAL UTERUS",
"2182","2182 - LEIOMYOMA SUBSEROUS UTERUS",
"2189","2189 - LEIOMYOMA UTERUS NOS",
"2190","2190 - NEOP BNG CERVIX UTERI",
"2191","2191 - NEOP BNG CORPUS UTERI",
"2198","2198 - NEOP BNG UTERUS NEC",
"2199","2199 - NEOP BNG UTERUS NOS",
"220","220 - NEOPLASM BENIGN OVARY",
"2211","2211 - NEOP BNG VAGINA",
"2212","2212 - NEOP BNG VULVA",
"2222","2222 - NEOP BNG PROSTATE",
"2224","2224 - NEOP BNG SCROTUM",
"2230","2230 - NEOP BNG KIDNEY",
"2231","2231 - NEOP BNG RENAL PELVIS",
"2233","2233 - NEOP BNG BLADDER",
"2239","2239 - NEOP BNG URINARY NOS",
"2242","2242 - NEOP BNG LACRIMAL GLAND",
"2243","2243 - NEOP BNG CONJUNCTIVA",
"2245","2245 - NEOP BNG RETINA",
"2246","2246 - NEOP BNG CHOROID",
"2248","2248 - NEOP BNG EYE NEC",
"2249","2249 - NEOP BNG EYE NOS",
"2250","2250 - NEOP BNG BRAIN",
"2251","2251 - NEOP BNG CRANIAL NERVE",
"2252","2252 - NEOP BNG CEREBRAL MENINGES",
"2258","2258 - NEOP BNG NERVOUS SYSTEM NEC",
"226","226 - NEOPLASM BENIGN THYROID GLAND",
"2270","2270 - NEOP BNG ADRENAL GLAND",
"2271","2271 - NEOP BNG PARATHYROID GLAND",
"2273","2273 - NEOP BNG PITUITARY GLAND",
"2274","2274 - NEOP BNG PINEAL GLAND",
"2276","2276 - NEOP BNG PARAGANGLIA NEC",
"2279","2279 - NEOP BNG ENDOCRINE GLAND NOS",
"22800","22800 - HEMANGIOMA NOS",
"22801","22801 - HEMANGIOMA SKIN",
"22802","22802 - HEMANGIOMA INTRACRANIAL STRUCTURES",
"22803","22803 - HEMANGIOMA RETINA",
"22804","22804 - HEMANGIOMA INTRA-ABDOMINAL",
"22809","22809 - HEMANGIOMA NEC",
"2281","2281 - LYMPHANGIOMA ANY SITE",
"2290","2290 - NEOP BNG LYMPH NODES",
"2298","2298 - NEOP BNG NEC",
"2299","2299 - NEOP BNG NOS",
"2300","2300 - CA IN SITU ORAL CAVITY/PHARYNX",
"2302","2302 - CA IN SITU STOMACH",
"2303","2303 - CA IN SITU COLON",
"2304","2304 - CA IN SITU RECTUM",
"2310","2310 - CA IN SITU LARYNX",
"2312","2312 - CA IN SITU BRONCHUS/LUNG",
"2321","2321 - CA IN SITU EYELID/CANTHUS",
"2322","2322 - CA IN SITU SKIN EAR",
"2323","2323 - CA IN SITU SKIN FACE NEC",
"2324","2324 - CA IN SITU SCALP/SKIN NECK",
"2325","2325 - CA IN SITU SKIN TRUNK",
"2326","2326 - CA IN SITU SKIN ARM",
"2327","2327 - CA IN SITU SKIN LEG",
"2328","2328 - CA IN SITU SKIN NEC",
"2329","2329 - CA IN SITU SKIN NOS",
"2330","2330 - CA IN SITU BREAST",
"2331","2331 - CA IN SITU CERVIX UTERI",
"23330","23330 - CA IN SITU UNSPEC FEMALE GENITAL O",
"23332","23332 - CA IN SITU OTHER FEMALE GENITAL VU",
"2334","2334 - CA IN SITU PROSTATE",
"2337","2337 - CA IN SITU BLADDER",
"2340","2340 - CA IN SITU EYE",
"2348","2348 - CA IN SITU NEC",
"2349","2349 - CA IN SITU NOS",
"2350","2350 - NEOP UB MAJOR SALIVARY GLANDS",
"2351","2351 - NEOP UB ORAL CAVITY/PHARYNX",
"2352","2352 - NEOP UB STOMACH/INTESTINE",
"2353","2353 - NEOP UB LIVER/BILIARY PASSAGES",
"2354","2354 - NEOP UB (RETRO)/PERITONEUM",
"2355","2355 - NEOP UB GASTROINTESTINAL NEC",
"2357","2357 - NEOP UB TRACHEA/BRONCHUS/LUNG",
"2359","2359 - NEOP UB RESPIRATORY SYSTEM NOS",
"2360","2360 - NEOP UB UTERUS",
"2362","2362 - NEOP UB OVARY",
"2363","2363 - NEOP UB FEMALE GENITAL NEC",
"2365","2365 - NEOP UB PROSTATE",
"2367","2367 - NEOP UB BLADDER",
"23690","23690 - NEOP UB URINARY ORGAN NOS",
"23691","23691 - NEOP UB KIDNEY",
"23699","23699 - NEOP UB URINARY ORGAN NEC",
"2370","2370 - NEOP UB PITUITARY GLAND",
"2372","2372 - NEOP UB ADRENAL GLAND",
"2374","2374 - NEOP UB ENDOCRINE GLAND NEC",
"2375","2375 - NEOP UB BRAIN AND SPINAL CORD",
"2376","2376 - NEOP UB MENINGES",
"23770","23770 - NEUROFIBROMATOSIS NOS",
"23771","23771 - NEUROFIBROMATOSIS TYPE 1",
"2380","2380 - NEOP UB BONE",
"2381","2381 - NEOP UB SOFT TISSUE",
"2382","2382 - NEOP UB SKIN",
"2383","2383 - NEOP UB BREAST",
"2384","2384 - NEOP UB POLYCYTHEMIA VERA",
"2386","2386 - NEOP UB PLASMACYTOMA NOS",
"23871","23871 - ESSENTIAL THROMBOCYTHEMIA",
"23872","23872 - LOW GRADE MYELODYSPLAST SYN LES",
"23875","23875 - MYELODYSPLASTIC SYND UNSPEC",
"23879","23879 - OTH LYMPH & HEMATOPOIETIC TISSUES",
"2388","2388 - NEOP UB NEC",
"2389","2389 - NEOP UB NOS",
"2390","2390 - NEOP NOS DIGESTIVE SYSTEM",
"2391","2391 - NEOP NOS RESPIRATORY SYSTEM",
"2392","2392 - NEOP NOS BONE/SOFT TISSUE/SKIN",
"2393","2393 - NEOP NOS BREAST",
"2394","2394 - NEOP NOS BLADDER",
"2395","2395 - NEOP NOS GU ORGAN NEC",
"2396","2396 - NEOP NOS BRAIN",
"2397","2397 - NEOP NOS ENDOCRINE GLANDS",
"23981","23981 - NEO RETINA/CHOROID NOS",
"23989","23989 - NEOPLASM OTHER SITES NOS",
"2399","2399 - NEOP NOS SITE NOS",
"2400","2400 - GOITER SIMPLE",
"2409","2409 - GOITER NOS",
"2410","2410 - GOITER NONTOXIC UNINODULAR",
"2411","2411 - GOITER NONTOXIC MULTINODULAR",
"2419","2419 - GOITER NONTOXIC NODULAR NOS",
"24200","24200 - GOITER TOXIC DIFFUSE NO CRISIS",
"24210","24210 - GOITER TOXIC UNINODULAR NO CRISIS",
"24220","24220 - GOITER TOXIC MULTINODULAR NO CRISIS",
"24221","24221 - GOITER TOXIC MULTINODULAR W/CRISIS",
"24230","24230 - GOITER TOXIC NODULAR NOS NO CRISIS",
"24240","24240 - THYROTOX-ECTOPIC NODULE NO CRISIS",
"24280","24280 - THYROTOXICOSIS ORIG NEC NO CRISIS",
"24290","24290 - THYROTOXICOSIS NOS NO CRISIS",
"24291","24291 - THYROTOXICOSIS NOS W/CRISIS",
"243","243 - HYPOTHYROIDISM CONGENITAL",
"2440","2440 - HYPOTHYROIDISM POSTSURGICAL",
"2441","2441 - HYPOTHYROIDISM POSTABLATIVE NEC",
"2442","2442 - HYPOTHYROIDISM IODINE",
"2443","2443 - HYPOTHYROIDISM IATROGENIC NEC",
"2448","2448 - HYPOTHYROIDISM ACQUIRED NEC",
"2449","2449 - HYPOTHYROIDISM NOS",
"2450","2450 - THYROIDITIS ACUTE",
"2451","2451 - THYROIDITIS SUBACUTE",
"2452","2452 - THYROIDITIS CHRONIC LYMPHOCYTIC",
"2458","2458 - THYROIDITIS CHRONIC NEC/NOS",
"2459","2459 - THYROIDITIS NOS",
"2461","2461 - GOITER DYSHORMONOGENIC",
"2462","2462 - CYST THYROID",
"2468","2468 - DISORDER THYROID NEC",
"2469","2469 - DISORDER THYROID NOS",
"24900","24900 - SEC DM W/O MENT COMP NOT ST CON",
"24901","24901 - SEC DM W/O MENT COMP UNCONTROLLE",
"24910","24910 - SEC DM W/KETOACID NOT ST UNCON",
"24911","24911 - SEC DM W/KETOACIDOSIS UNCON",
"24920","24920 - SEC DM W/HYPEROS NOT ST UNCON",
"24940","24940 - SEC DM W/REN MANIF NOT ST UNCON",
"24941","24941 - SEC DM W/RENAL MANIFEST UNCON",
"24950","24950 - SEC DM W/OPHTH MANIFEST NT ST UNCO",
"24960","24960 - SEC DM W/NEURO MANIF NT ST UNCON",
"24961","24961 - SEC DM W/NEURO MANIFEST UNCON",
"24970","24970 - SEC DM W/PER CRC DISORD NT ST UN",
"24971","24971 - SEC DM W/PERIPH CIRC DISORDS UNCON",
"24980","24980 - SEC DM W/OTH SPEC MANIF NT ST UNCO",
"24981","24981 - SEC DM W/OTH SPEC MANIFEST UNCON",
"24990","24990 - SEC DM W/UNSPEC COMP NT ST UNCON",
"24991","24991 - SEC DM W/UNSPEC COMP UNCON",
"250","250 - DIABETES MELLITUS",
"2500","2500 - DIABETES MELLITUS UNCOMPLICATED",
"25000","25000 - DM UNCOMPLICATED TYPE II",
"25001","25001 - DM UNCOMPLICATED TYPE I",
"25002","25002 - DM UNCOMPLICATED TYPE II UNCNTRL",
"25003","25003 - DM UNCOMPLICATED TYPE I UNCNTRL",
"25010","25010 - DM W/KETOACIDOSIS TYPE II",
"25011","25011 - DM W/KETOACIDOSIS TYPE I",
"25012","25012 - DM W/KETOACIDOSIS TYPE II UNCNTRL",
"25013","25013 - DM W/KETOACIDOSIS TYPE I UNCNTRL",
"25020","25020 - DM W/HYPEROSMOLARITY TYPE II",
"25021","25021 - DM W/HYPEROSMOLARITY TYPE I",
"25022","25022 - DM W/HYPEROSMOLAR TYPE II UNCNTRL",
"25023","25023 - DM W/HYPEROSMOLAR TYPE I UNCNTRL",
"25030","25030 - DM W/COMA NEC TYPE II",
"25031","25031 - DM W/COMA NEC TYPE I",
"25032","25032 - DM W/COMA NEC TYPE II UNCNTRL",
"25033","25033 - DM W/COMA NEC TYPE I UNCNTRL",
"2504","2504 - DIABETES MELLITUS W/RENAL MNFST",
"25040","25040 - DM W/RENAL MNFST TYPE II",
"25041","25041 - DM W/RENAL MNFST TYPE I",
"25042","25042 - DM W/RENAL MNFST TYPE II UNCNTRL",
"25043","25043 - DM W/RENAL MNFST TYPE I UNCNTRL",
"25050","25050 - DM W/EYE MNFST TYPE II",
"25051","25051 - DM W/EYE MNFST TYPE I",
"25052","25052 - DM W/EYE MNFST TYPE II UNCNTRL",
"25053","25053 - DM W/EYE MNFST TYPE I UNCNTRL",
"2506","2506 - DIABETES MELLITUS W/NEURO MNFST",
"25060","25060 - DM W/NEURO MNFST TYPE II",
"25061","25061 - DM W/NEURO MNFST TYPE I",
"25062","25062 - DM W/NEURO MNFST TYPE II UNCNTRL",
"25063","25063 - DM W/NEURO MNFST TYPE I UNCNTRL",
"2507","2507 - DIABETES MELLITUS W/CRCLTRY DSORD",
"25070","25070 - DM W/CRCLTRY DSORD TYPE II",
"25071","25071 - DM W/CRCLTRY DSORD TYPE I",
"25072","25072 - DM W/CRCLTRY DSORD TYPE II UNCNTRL",
"25073","25073 - DM W/CRCLTRY DSORD TYPE I UNCNTRL",
"25080","25080 - DM W/MNFST NEC TYPE II",
"25081","25081 - DM W/MNFST NEC TYPE I",
"25082","25082 - DM W/MNFST NEC TYPE II UNCNTRL",
"25083","25083 - DM W/MNFST NEC TYPE I UNCNTRL",
"2509","2509 - DIABETES MELLITUS W/UNSPEC CMPL",
"25090","25090 - DM W/CMPL NOS TYPE II",
"25091","25091 - DM W/CMPL NOS TYPE I",
"25092","25092 - DM W/CMPL NOS TYPE II UNCNTRL",
"25093","25093 - DM W/CMPL NOS TYPE I UNCNTRL",
"2510","2510 - HYPOGLYCEMIC COMA",
"2511","2511 - HYPOGLYCEMIA NEC",
"2512","2512 - HYPOGLYCEMIA NOS",
"2513","2513 - HYPOINSULINEMIA POSTSURGICAL",
"2518","2518 - DISORDER PANCREATIC SECRETION NEC",
"2519","2519 - DISORDER PANCREATIC SECRETION NOS",
"25200","25200 - HYPERPARATHYROIDISM UNSPEC",
"25201","25201 - PRIMARY HYPERPARATHYROIDISM",
"25202","25202 - SEC HYPERPARATHYROID NON-RENAL",
"25208","25208 - OTHER HYPERPARATHYROIDISM",
"2521","2521 - HYPOPARATHYROIDISM",
"2528","2528 - DISORDER PARATHYROID GLAND NEC",
"2529","2529 - DISORDER PARATHYROID GLAND NOS",
"2530","2530 - ACROMEGALY AND GIGANTISM",
"2531","2531 - HYPERFUNCTION ANTR PITUITARY NEC",
"2532","2532 - PANHYPOPITUITARISM",
"2533","2533 - DWARFISM PITUITARY",
"2534","2534 - DISORDER ANTERIOR PITUITARY NEC",
"2535","2535 - DIABETES INSIPIDUS",
"2536","2536 - DISORDER NEUROHYPOPHYSIS NEC",
"2538","2538 - DISORDER PITUITARY NEC",
"2539","2539 - DISORDER PITUITARY NOS",
"2550","2550 - CUSHINGS SYNDROME",
"25510","25510 - PRIMARY ALDOSTERONISM",
"2552","2552 - DISORDER ADRENOGENITAL",
"2553","2553 - OVERACTIVITY CORTICOADRENAL NEC",
"25541","25541 - GLUCOCORTICOID DEFICIENC",
"25542","25542 - MINERALOCORTICOID DEFICIENC",
"2555","2555 - HYPOFUNCTION ADRENAL NEC",
"2556","2556 - HYPERFUNCTION MEDULLOADRENAL",
"2558","2558 - DISORDER ADRENAL NEC",
"2559","2559 - DISORDER ADRENAL NOS",
"2560","2560 - HYPERESTROGENISM",
"2561","2561 - HYPERFUNCTION OVARIAN NEC",
"2562","2562 - FAILURE POSTABLATIVE OVARIAN",
"25631","25631 - MENOPAUSE PREMATURE",
"25639","25639 - OVARIAN FAILURE OTHER",
"2564","2564 - OVARIES POLYCYSTIC",
"2568","2568 - DYSFUNCTION OVARIAN NEC",
"2569","2569 - DYSFUNCTION OVARIAN NOS",
"2570","2570 - HYPERFUNCTION TESTICULAR",
"2571","2571 - HYPOFUNCTION PSTABLTV TESTICULAR",
"2572","2572 - HYPOFUNCTION TESTICULAR NEC",
"2578","2578 - DYSFUNCTION TESTICULAR NEC",
"2579","2579 - DYSFUNCTION TESTICULAR NEC",
"25801","25801 - (MEN) TYPE",
"2581","2581 - DYSFUNCTION CMB ENDOCRINE NEC",
"2589","2589 - DYSFUNCTION POLYGLANDULAR NOS",
"2592","2592 - SYNDROME CARCINOID",
"2594","2594 - DWARFISM NEC",
"25951","25951 - ANDROGEN INSENSITIVITY SYNDROM",
"2598","2598 - DISORDER ENDOCRINE NEC",
"2599","2599 - DISORDER ENDOCRINE NOS",
"260","260 - KWASHIORKOR",
"261","261 - MARASMUS NUTRITIONAL",
"262","262 - MLNTR SEVERE PROTEIN-CALORIE NEC",
"2630","2630 - MALNUTRITION MODERATE DEGREE",
"2631","2631 - MALNUTRITION MILD DEGREE",
"2632","2632 - MALNUTRITION W/ARRESTED DEVELOPMENT",
"2638","2638 - MALNUTRITION PROTEIN-CALORIE NEC",
"2639","2639 - MALNUTRITION PROTEIN-CALORIE NOS",
"2642","2642 - DFCNY VIT A W/CORNEAL XEROSIS",
"2647","2647 - DFNCY VIT A W/OCULAR MNFST NEC",
"2651","2651 - DEFICIENCY THIAMINE NEC/NOS",
"2661","2661 - DEFICIENCY VITAMIN B6",
"2662","2662 - DEFICIENCY B-COMPLEX NEC",
"2669","2669 - DEFICIENCY VITAMIN B NOS",
"2680","2680 - RICKETS ACTIVE",
"2682","2682 - OSTEOMALACIA NOS",
"2689","2689 - DEFICIENCY VITAMIN D NOS",
"2691","2691 - DEFICIENCY VITAMIN NEC",
"2692","2692 - DEFICIENCY VITAMIN NOS",
"2693","2693 - DEFICIENCY MINERAL NEC",
"2698","2698 - DEFICIENCY NUTRITIONAL NEC",
"2699","2699 - DEFICIENCY NUTRITIONAL NEC",
"2700","2700 - DISTURBANCE AMINO-ACID TRANSPORT",
"2701","2701 - PHENYLKETONURIA",
"2704","2704 - DSTRB SULPHUR-BEARING AM-AC MTB",
"2706","2706 - DISTURBANCE UREA CYCLE METABOLISM",
"2707","2707 - DSTRB STRAIGHT-CHAIN AM-AC MTB",
"2709","2709 - DISORDER AM-AC METABOLISM NOS",
"2710","2710 - GLYCOGENOSIS",
"2711","2711 - GALACTOSEMIA",
"2713","2713 - DEFICIENCY INTESTINAL DISACCHARDIA",
"2714","2714 - GLYCOSURIA RENAL",
"2718","2718 - DSORD CARBOHYDRATE METABOLISM NEC",
"2719","2719 - DSORD CARBOHYDRATE METABOLISM NOS",
"272","272 - DISORDERS LIPOID METABOLISM",
"2720","2720 - HYPERCHOLESTEROLEMIA PURE",
"2721","2721 - HYPERGLYCERIDEMIA PURE",
"2722","2722 - HYPERLIPIDEMIA MIXED",
"2723","2723 - HYPERCHYLOMICRONEMIA",
"2724","2724 - HYPERLIPIDEMIA NEC/NOS",
"2725","2725 - DEFICIENCY LIPOPROTEIN",
"2726","2726 - LIPODYSTROPHY",
"2727","2727 - LIPIDOSES",
"2728","2728 - DISORDER LIPOID METABOLISM NEC",
"2729","2729 - DISORDER LIPOID METABOLISM NOS",
"2730","2730 - HYPERGAMMAGLOBULINEMIA POLYCLONAL",
"2731","2731 - PARAPROTEINEMIA MONOCLONAL",
"2732","2732 - PARAPROTEINEMIA NEC",
"2733","2733 - MACROGLOBULINEMIA",
"2738","2738 - DISORDER PLASMA PROTEIN MTB NEC",
"2739","2739 - DISORDER PLASMA PROTEIN MTB NOS",
"2740","2740 - GOUTY ARTHROPATHY",
"27400","27400 - GOUTY ARTHROPATHY NOS",
"27401","27401 - ACUTE GOUTY ARTHROPATHY",
"27402","27402 - CHR GOUTY ATRPH WO TOPHI",
"27403","27403 - CHR GOUTY ATROPH W TOPHI",
"27410","27410 - GOUTY NEPHROPATHY NOS",
"27411","27411 - NEPHROLITHIASIS URIC ACID",
"27419","27419 - GOUTY NEPHROPATHY NEC",
"27482","27482 - GOUTY TOPHI SITE NEC",
"27489","27489 - GOUT W/MANIFESTATION NEC",
"2749","2749 - GOUT NOS",
"27501","27501 - HEREDIT HEMOCHROMATOSIS",
"27502","27502 - HEMOCHROMATOS-RBC TRANS",
"27503","27503 - HEMOCHROMATOSIS NEC",
"27509","27509 - DISORD IRON METABLSM NEC",
"2751","2751 - DISORDERS COPPER METABOLISM",
"2752","2752 - DISORDERS MAGNESIUM METABOLISM",
"2753","2753 - DISORDERS PHOSPHORUS METABOLISM",
"2754","2754 - DISORDERS CALCIUM METABOLISM",
"27540","27540 - DISORDER CALCIUM METABOLISM NOS",
"27541","27541 - HYPOCALCEMIA",
"27542","27542 - HYPERCALCEMIA",
"27549","27549 - DISORDER CALCIUM METABOLISM NEC",
"2758","2758 - DISORDERS MINERAL METABOLISM NEC",
"2760","2760 - HYPEROSMOLALITY/HYPERNATREMIA",
"2761","2761 - HYPOSMOLALITY/HYPONATREMIA",
"2762","2762 - ACIDOSIS",
"2763","2763 - ALKALOSIS",
"2764","2764 - DISORDER MIXED ACID-BASE BALANCE",
"27650","27650 - VOLUME DEPLETION UNSPEC",
"27651","27651 - DEHYDRATION",
"27652","27652 - HYPOVOLEMIA",
"2766","2766 - OVERLOAD FLUID",
"27661","27661 - TRANSFSN W CIRC OVERLOAD",
"27669","27669 - FLUID OVERLOAD NEC",
"2767","2767 - HYPERPOTASSEMIA",
"2768","2768 - HYPOPOTASSEMIA",
"2769","2769 - DISORDER ELECTROLYTE/FLUID NEC",
"27700","27700 - CYSTIC FIBROSIS W/O MECONIUM ILEUS",
"27702","27702 - CYSTIC FIBROSIS W/PULMON",
"27703","27703 - CYSTIC FIBROSIS W/GASTRO",
"27709","27709 - CYSTIC FIBROSIS W/OTHER",
"2771","2771 - DISORDER PORPHYRIN METABOLISM",
"2772","2772 - DSORD PURINE/PYRIMIDINE MTB NEC",
"27730","27730 - AMYLOIDOSIS UNSPEC",
"27739","27739 - OTH AMYLOIDOSIS",
"2774","2774 - DISORDER BILIRUBIN EXCRETION",
"2777","2777 - DISORDER DYSMETABOLIC SYNDROME X",
"27785","27785 - DISORDERS FATTY ACID OXIDATION",
"27789","27789 - OTH DISORDERS OF METABOLISM",
"2779","2779 - DISORDER METABOLISM NOS",
"278","278 - OBESITY AND OTHER HYPERALIMENTATION",
"27800","27800 - OBESITY NOS",
"27801","27801 - OBESITY MORBID",
"27802","27802 - OVERWEIGHT",
"27803","27803 - OBESITY HYPOVENT SYND",
"2781","2781 - ADIPOSITY LOCALIZED",
"2782","2782 - HYPERVITAMINOSIS A",
"2784","2784 - HYPERVITAMINOSIS D",
"2788","2788 - HYPERALIMENTATION NEC",
"27900","27900 - HYPOGAMMAGLOBULINEMIA NOS",
"27901","27901 - IMMUNODEFICIENCY SELECTIVE IGA",
"27903","27903 - DEFICIENCY SELECTIVE IG NEC",
"27906","27906 - IMMUNODEFICIENCY COMMON VARIABLE",
"27910","27910 - IMMUNODEFICIENCY T-CELL DEFECT NOS",
"2793","2793 - DEFICIENCY IMMUNITY NOS",
"27949","27949 - AUTOIMMUNE DISEASE NEC",
"27950","27950 - GRAFT-VERSUS-HOST DISEASE UNSPE",
"27951","27951 - ACUTE GRAFT-VERSUS-HOST DISEAS",
"27952","27952 - CHRONIC GRAFT-VERSUS-HOST DISEAS",
"2799","2799 - DISORDER IMMUNE MECHANISM NOS",
"2800","2800 - ANEMIA D/T CHRONIC BLOOD LOSS",
"2801","2801 - ANEMIA D/T DIETARY IRON DEFICIENCY",
"2808","2808 - ANEMIA IRON DEFICIENCY NEC",
"2809","2809 - ANEMIA IRON DEFICIENCY NOS",
"2810","2810 - ANEMIA PERNICIOUS",
"2811","2811 - ANEMIA VIT B12 DEFICIENCY NEC",
